date,air_carrier,air_taxi,general_aviatiion,military,itinerant_total,local_civil,local_military,local_total,total_operations
1/9/16,"32,051","13,867","20,856","2,387","69,161","20,329","1,626","21,955","91,116"
1/10/16,"35,248","15,316","24,560","1,878","77,002","20,831","1,315","22,146","99,148"
1/11/16,"37,961","19,151","33,989","4,495","95,596","27,691","4,993","32,684","128,280"
1/12/16,"38,174","20,146","35,946","5,317","99,583","31,175","5,427","36,602","136,185"
1/13/16,"38,771","20,537","37,450","5,878","102,636","32,578","5,985","38,563","141,199"
1/14/16,"39,999","21,570","40,016","5,589","107,174","34,711","5,567","40,278","147,452"
1/15/16,"40,110","20,490","31,881","3,778","96,259","27,803","3,288","31,091","127,350"
1/16/16,"31,344","14,325","28,821","1,155","75,645","28,970","1,523","30,493","106,138"
1/17/16,"33,316","13,785","23,338",998,"71,437","18,702",554,"19,256","90,693"
1/18/16,"37,679","19,701","34,091","1,131","92,602","28,878","1,074","29,952","122,554"
1/19/16,"37,676","20,263","31,721","4,744","94,404","27,690","4,525","32,215","126,619"
1/20/16,"38,546","20,036","35,138","5,360","99,080","31,594","4,904","36,498","135,578"
1/21/16,"39,942","21,159","36,105","4,729","101,935","31,098","4,671","35,769","137,704"
1/22/16,"33,916","17,363","28,677","3,539","83,495","26,434","3,767","30,201","113,696"
1/23/16,"23,839","10,865","23,556","1,569","59,829","24,607","1,468","26,075","85,904"
1/24/16,"28,653","13,951","31,913","1,579","76,096","24,587","1,053","25,640","101,736"
1/25/16,"35,560","18,739","35,336","4,365","94,000","31,513","4,015","35,528","129,528"
1/26/16,"37,414","19,826","34,521","4,610","96,371","32,005","4,813","36,818","133,189"
1/27/16,"38,733","20,457","36,304","5,541","101,035","31,547","5,146","36,693","137,728"
1/28/16,"40,206","21,128","38,258","5,534","105,126","31,969","4,975","36,944","142,070"
1/29/16,"39,953","21,887","40,522","4,262","106,624","35,738","4,197","39,935","146,559"
1/30/16,"31,648","15,435","41,590","1,612","90,285","39,006","1,167","40,173","130,458"
1/31/16,"35,047","15,711","29,936","1,478","82,172","23,487",658,"24,145","106,317"
2/1/16,"37,435","18,875","27,542","3,973","87,825","24,593","3,630","28,223","116,048"
2/2/16,"36,998","19,456","32,399","4,215","93,068","29,248","4,163","33,411","126,479"
2/3/16,"38,397","20,266","32,364","4,685","95,712","28,086","4,966","33,052","128,764"
2/4/16,"40,400","21,260","39,251","5,322","106,233","33,655","5,549","39,204","145,437"
2/5/16,"38,920","21,430","40,636","4,514","105,500","34,534","4,405","38,939","144,439"
2/6/16,"31,701","15,021","39,766","2,126","88,614","35,431","1,577","37,008","125,622"
2/7/16,"32,267","14,194","30,016","1,568","78,045","21,931",789,"22,720","100,765"
2/8/16,"36,833","18,860","31,197","4,001","90,891","22,688","4,035","26,723","117,614"
2/9/16,"37,724","19,938","32,270","4,920","94,852","27,974","5,279","33,253","128,105"
2/10/16,"38,600","20,864","39,830","5,334","104,628","33,735","5,530","39,265","143,893"
2/11/16,"40,456","22,981","43,995","5,638","113,070","37,057","5,859","42,916","155,986"
2/12/16,"40,612","23,165","44,280","4,007","112,064","37,037","3,817","40,854","152,918"
2/13/16,"32,225","16,369","36,495","1,463","86,552","29,915",857,"30,772","117,324"
2/14/16,"33,841","15,435","27,575","1,018","77,869","19,134",718,"19,852","97,721"
2/15/16,"35,553","18,053","31,144",795,"85,545","24,592",577,"25,169","110,714"
2/16/16,"38,672","20,392","35,109","4,883","99,056","31,070","4,878","35,948","135,004"
2/17/16,"39,865","21,816","43,061","6,112","110,854","40,260","6,734","46,994","157,848"
2/18/16,"40,762","21,597","39,570","5,892","107,821","30,655","6,125","36,780","144,601"
2/19/16,"40,520","22,109","40,465","5,252","108,346","33,441","4,561","38,002","146,348"
2/20/16,"33,033","16,164","41,777","2,697","93,671","37,407","1,786","39,193","132,864"
2/21/16,"36,393","17,169","36,753","1,932","92,247","28,637",820,"29,457","121,704"
2/22/16,"39,033","19,923","37,163","4,010","100,129","34,752","3,692","38,444","138,573"
2/23/16,"39,085","19,773","32,861","3,897","95,616","28,161","3,531","31,692","127,308"
2/24/16,"36,888","17,898","30,059","4,116","88,961","24,767","4,582","29,349","118,310"
2/25/16,"41,116","22,182","40,939","5,425","109,662","33,811","4,355","38,166","147,828"
2/26/16,"40,544","23,038","46,931","4,519","115,032","41,997","3,256","45,253","160,285"
2/27/16,"32,937","16,359","45,394","1,679","96,369","39,833","1,259","41,092","137,461"
2/28/16,"36,662","17,155","36,351","1,480","91,648","26,886",531,"27,417","119,065"
2/29/16,"39,022","20,821","36,763","4,426","101,032","33,684","4,562","38,246","139,278"
3/1/16,"38,398","20,349","35,834","5,025","99,606","33,129","5,361","38,490","138,096"
3/2/16,"40,327","21,063","38,578","5,245","105,213","34,694","5,436","40,130","145,343"
3/3/16,"41,371","22,384","39,528","4,992","108,275","35,848","4,501","40,349","148,624"
3/4/16,"41,058","21,082","39,942","4,796","106,878","36,209","3,656","39,865","146,743"
3/5/16,"34,602","16,337","36,661","2,559","90,159","34,855","1,946","36,801","126,960"
3/6/16,"37,408","17,629","31,486","1,976","88,499","24,387","1,015","25,402","113,901"
3/7/16,"39,611","20,948","31,022","4,611","96,192","27,198","4,144","31,342","127,534"
3/8/16,"39,502","20,717","37,759","5,175","103,153","34,363","4,727","39,090","142,243"
3/9/16,"40,019","20,739","36,432","4,862","102,052","30,476","4,747","35,223","137,275"
3/10/16,"42,034","21,384","36,426","4,865","104,709","28,730","4,205","32,935","137,644"
3/11/16,"41,815","22,076","37,212","3,884","104,987","31,886","3,089","34,975","139,962"
3/12/16,"35,886","16,511","35,990","1,580","89,967","31,067","1,032","32,099","122,066"
3/13/16,"38,316","17,146","27,844","1,288","84,594","19,192",570,"19,762","104,356"
3/14/16,"40,145","19,970","29,480","4,062","93,657","26,096","3,325","29,421","123,078"
3/15/16,"40,941","21,172","37,711","5,046","104,870","32,942","4,224","37,166","142,036"
3/16/16,"41,800","21,725","42,405","5,220","111,150","36,028","4,766","40,794","151,944"
3/17/16,"42,563","21,992","42,006","4,340","110,901","33,601","4,923","38,524","149,425"
3/18/16,"42,251","22,803","40,854","3,984","109,892","33,632","3,306","36,938","146,830"
3/19/16,"36,158","17,022","36,993","1,816","91,989","32,002",955,"32,957","124,946"
3/20/16,"38,920","17,673","34,256","1,501","92,350","26,506","1,218","27,724","120,074"
3/21/16,"40,488","21,201","35,678","3,618","100,985","30,733","3,780","34,513","135,498"
3/22/16,"41,140","22,040","38,182","4,967","106,329","30,687","5,039","35,726","142,055"
3/23/16,"39,427","22,213","39,154","4,841","105,635","31,717","5,047","36,764","142,399"
3/24/16,"41,997","23,066","38,824","4,246","108,133","30,043","4,041","34,084","142,217"
3/25/16,"42,567","21,171","41,638","3,787","109,163","38,575","3,620","42,195","151,358"
3/26/16,"35,762","16,469","41,400",758,"94,389","37,841",388,"38,229","132,618"
3/27/16,"38,873","16,719","22,744",426,"78,762","15,794",59,"15,853","94,615"
3/28/16,"40,260","20,808","33,884","3,806","98,758","32,561","3,383","35,944","134,702"
3/29/16,"40,973","21,822","37,602","5,319","105,716","32,742","5,334","38,076","143,792"
3/30/16,"41,138","22,221","41,832","4,990","110,181","36,936","4,366","41,302","151,483"
3/31/16,"42,363","22,542","38,998","4,105","108,008","30,993","4,245","35,238","143,246"
4/1/16,"41,751","22,103","38,424","3,589","105,867","34,158","3,070","37,228","143,095"
4/2/16,"35,496","17,161","35,263","2,412","90,332","28,165","1,178","29,343","119,675"
4/3/16,"38,657","18,431","37,193","1,780","96,061","24,363",906,"25,269","121,330"
4/4/16,"39,996","21,489","37,824","4,495","103,804","35,724","3,982","39,706","143,510"
4/5/16,"41,515","22,397","45,139","5,297","114,348","39,778","4,955","44,733","159,081"
4/6/16,"41,401","21,898","41,009","5,191","109,499","31,639","5,002","36,641","146,140"
4/7/16,"42,106","21,465","38,855","4,937","107,363","31,907","4,495","36,402","143,765"
4/8/16,"42,349","22,145","39,574","4,338","108,406","30,696","3,229","33,925","142,331"
4/9/16,"35,124","15,677","33,461","1,609","85,871","28,455","1,026","29,481","115,352"
4/10/16,"38,676","17,203","33,751","1,653","91,283","23,588",752,"24,340","115,623"
4/11/16,"40,544","20,525","33,161","3,747","97,977","32,381","3,119","35,500","133,477"
4/12/16,"40,722","21,651","39,904","4,834","107,111","40,948","4,520","45,468","152,579"
4/13/16,"41,462","22,742","45,803","5,202","115,209","44,850","5,070","49,920","165,129"
4/14/16,"42,486","22,399","44,554","5,180","114,619","40,402","3,776","44,178","158,797"
4/15/16,"42,286","21,562","42,256","4,599","110,703","34,277","3,737","38,014","148,717"
4/16/16,"33,172","15,696","39,126","1,830","89,824","30,472",942,"31,414","121,238"
4/17/16,"37,423","16,807","38,512","1,642","94,384","25,091",520,"25,611","119,995"
4/18/16,"39,374","20,503","40,764","4,027","104,668","35,991","3,307","39,298","143,966"
4/19/16,"40,907","22,184","42,769","5,224","111,084","41,684","5,003","46,687","157,771"
4/20/16,"41,387","22,568","47,347","5,422","116,724","44,439","5,783","50,222","166,946"
4/21/16,"42,596","22,897","45,075","5,151","115,719","38,440","4,549","42,989","158,708"
4/22/16,"42,180","22,605","41,147","4,137","110,069","36,440","3,166","39,606","149,675"
4/23/16,"34,378","15,824","41,340","1,481","93,023","35,314",867,"36,181","129,204"
4/24/16,"38,410","17,886","40,398","1,682","98,376","30,051",621,"30,672","129,048"
4/25/16,"40,417","20,867","35,997","3,851","101,132","30,772","3,346","34,118","135,250"
4/26/16,"40,383","21,897","37,175","4,907","104,362","36,542","4,783","41,325","145,687"
4/27/16,"41,575","22,599","41,860","4,497","110,531","40,684","4,367","45,051","155,582"
4/28/16,"42,514","22,907","41,561","4,862","111,844","36,307","4,242","40,549","152,393"
4/29/16,"41,449","22,471","39,414","4,045","107,379","35,378","2,300","37,678","145,057"
4/30/16,"34,349","15,389","33,043","1,334","84,115","28,100",903,"29,003","113,118"
5/1/16,"38,173","17,691","31,749","1,452","89,065","22,643",530,"23,173","112,238"
5/2/16,"40,232","20,288","35,663","3,877","100,060","34,872","3,208","38,080","138,140"
5/3/16,"41,283","21,651","41,711","5,336","109,981","40,542","4,611","45,153","155,134"
5/4/16,"41,109","22,043","37,899","5,319","106,370","34,696","4,833","39,529","145,899"
5/5/16,"42,846","23,072","43,237","5,133","114,288","37,315","4,447","41,762","156,050"
5/6/16,"42,278","22,549","41,607","4,269","110,703","34,611","3,094","37,705","148,408"
5/7/16,"34,166","16,073","36,516","1,544","88,299","32,445",920,"33,365","121,664"
5/8/16,"37,898","17,425","28,938","1,425","85,686","21,752",599,"22,351","108,037"
5/9/16,"40,771","20,861","37,725","4,356","103,713","35,297","4,231","39,528","143,241"
5/10/16,"41,576","22,658","41,552","5,229","111,015","40,768","4,858","45,626","156,641"
5/11/16,"41,875","22,889","44,482","5,265","114,511","40,988","4,744","45,732","160,243"
5/12/16,"42,813","23,145","46,770","5,012","117,740","42,585","4,705","47,290","165,030"
5/13/16,"42,548","22,758","44,621","4,870","114,797","37,227","3,786","41,013","155,810"
5/14/16,"34,609","16,712","35,187","2,156","88,664","29,486",892,"30,378","119,042"
5/15/16,"38,825","18,447","34,053","2,149","93,474","23,323",865,"24,188","117,662"
5/16/16,"40,922","21,669","36,220","4,291","103,102","32,519","3,652","36,171","139,273"
5/17/16,"41,752","22,224","35,546","4,328","103,850","31,848","3,551","35,399","139,249"
5/18/16,"42,225","23,567","43,650","5,326","114,768","40,358","4,688","45,046","159,814"
5/19/16,"42,832","23,356","42,662","4,934","113,784","37,517","4,136","41,653","155,437"
5/20/16,"42,691","22,020","42,670","4,208","111,589","35,019","3,388","38,407","149,996"
5/21/16,"34,509","16,099","35,418","2,053","88,079","29,868",929,"30,797","118,876"
5/22/16,"38,924","18,275","36,609","1,967","95,775","25,549","1,036","26,585","122,360"
5/23/16,"40,953","22,129","41,428","4,324","108,834","38,042","4,274","42,316","151,150"
5/24/16,"41,768","23,415","43,581","5,237","114,001","40,198","5,166","45,364","159,365"
5/25/16,"42,013","23,279","46,424","4,967","116,683","40,769","4,569","45,338","162,021"
5/26/16,"42,753","23,923","45,176","4,563","116,415","37,873","3,569","41,442","157,857"
5/27/16,"42,802","23,763","43,695","1,778","112,038","35,053","1,307","36,360","148,398"
5/28/16,"34,187","16,411","34,913",739,"86,250","30,234",354,"30,588","116,838"
5/29/16,"33,485","15,139","28,366",627,"77,617","24,287",315,"24,602","102,219"
5/30/16,"38,100","18,873","38,082",786,"95,841","27,593",320,"27,913","123,754"
5/31/16,"39,606","21,791","39,464","4,181","105,042","36,953","3,799","40,752","145,794"
6/1/16,"42,603","22,744","42,479","5,145","112,971","39,312","4,448","43,760","156,731"
6/2/16,"42,792","22,979","41,705","5,053","112,529","37,786","4,184","41,970","154,499"
6/3/16,"43,392","22,840","40,912","4,335","111,479","34,433","3,010","37,443","148,922"
6/4/16,"35,375","16,784","35,404","2,183","89,746","30,136","1,287","31,423","121,169"
6/5/16,"39,094","17,574","30,829","2,142","89,639","21,072",863,"21,935","111,574"
6/6/16,"42,189","20,942","37,085","3,751","103,967","30,977","3,945","34,922","138,889"
6/7/16,"42,818","22,959","41,187","5,069","112,033","37,793","4,688","42,481","154,514"
6/8/16,"43,150","24,587","45,236","5,150","118,123","39,076","4,513","43,589","161,712"
6/9/16,"44,600","24,593","46,393","5,448","121,034","38,773","4,571","43,344","164,378"
6/10/16,"43,969","24,613","46,681","4,904","120,167","38,939","3,722","42,661","162,828"
6/11/16,"37,736","17,887","37,850","2,195","95,668","32,109","1,628","33,737","129,405"
6/12/16,"40,047","18,535","35,443","1,718","95,743","23,931",759,"24,690","120,433"
6/13/16,"42,101","22,318","38,934","4,283","107,636","34,258","3,814","38,072","145,708"
6/14/16,"43,032","22,865","41,265","5,084","112,246","38,562","5,489","44,051","156,297"
6/15/16,"44,236","23,949","45,182","5,216","118,583","39,289","5,476","44,765","163,348"
6/16/16,"43,804","24,059","45,078","4,704","117,645","36,538","4,444","40,982","158,627"
6/17/16,"44,431","24,356","48,258","4,166","121,211","38,043","3,479","41,522","162,733"
6/18/16,"37,939","17,987","41,696","1,711","99,333","32,482","1,669","34,151","133,484"
6/19/16,"40,968","19,114","37,996","1,583","99,661","23,350",762,"24,112","123,773"
6/20/16,"42,699","22,910","42,207","4,331","112,147","35,964","3,621","39,585","151,732"
6/21/16,"42,782","23,590","45,851","5,161","117,384","40,048","4,986","45,034","162,418"
6/22/16,"43,669","24,350","47,729","5,354","121,102","38,660","5,162","43,822","164,924"
6/23/16,"43,775","24,575","45,247","4,810","118,407","37,205","4,580","41,785","160,192"
6/24/16,"44,763","24,588","47,475","4,594","121,420","38,457","3,525","41,982","163,402"
6/25/16,"38,102","17,703","41,951","1,718","99,474","32,730","1,353","34,083","133,557"
6/26/16,"40,605","19,473","38,648","1,714","100,440","25,176",833,"26,009","126,449"
6/27/16,"42,633","22,807","39,958","3,997","109,395","35,587","3,546","39,133","148,528"
6/28/16,"42,572","22,834","41,639","4,664","111,709","36,724","3,904","40,628","152,337"
6/29/16,"44,514","24,319","48,319","5,177","122,329","43,116","4,917","48,033","170,362"
6/30/16,"44,535","25,301","49,324","4,478","123,638","41,446","4,223","45,669","169,307"
7/1/16,"43,066","24,270","44,569","2,611","114,516","34,971","2,372","37,343","151,859"
7/2/16,"38,414","17,792","37,009",821,"94,036","28,387",407,"28,794","122,830"
7/3/16,"35,519","15,090","30,103",436,"81,148","20,340",202,"20,542","101,690"
7/4/16,"35,590","16,222","25,357",463,"77,632","15,275",139,"15,414","93,046"
7/5/16,"41,616","23,641","38,399","2,386","106,042","32,037","2,043","34,080","140,122"
7/6/16,"44,411","24,038","42,661","5,260","116,370","37,658","5,240","42,898","159,268"
7/7/16,"44,826","23,604","42,012","5,372","115,814","36,835","5,290","42,125","157,939"
7/8/16,"43,368","23,393","42,008","5,023","113,792","37,126","4,834","41,960","155,752"
7/9/16,"38,756","18,306","37,947","2,411","97,420","30,799","1,768","32,567","129,987"
7/10/16,"41,524","19,388","37,001","1,975","99,888","24,557",947,"25,504","125,392"
7/11/16,"42,815","22,761","41,313","4,219","111,108","35,815","4,162","39,977","151,085"
7/12/16,"44,164","23,767","43,470","5,064","116,465","36,900","5,350","42,250","158,715"
7/13/16,"43,175","23,465","44,852","5,171","116,663","36,934","5,538","42,472","159,135"
7/14/16,"45,155","24,693","45,622","5,047","120,517","36,409","4,664","41,073","161,590"
7/15/16,"44,586","24,723","46,513","4,778","120,600","38,714","3,735","42,449","163,049"
7/16/16,"38,370","18,083","42,321","1,904","100,678","36,554","1,480","38,034","138,712"
7/17/16,"41,292","19,797","38,747","2,123","101,959","25,851",936,"26,787","128,746"
